restaurant_name,location,cuisine,cost_for_two,rating
Hennuru Cafe & Restaurant,Hennur,"South Indian, Fast Food, Kerala, Beverages",,
Bucket Biriyani,Banaswadi,"Biryani, North Indian, Chinese",,
Amma's Biryani & Rice,Kammanahalli,"Biryani, Fast Food",,
Chaithra Restaurant,Kammanahalli,"South Indian, North Indian, Chinese",,
Biryani Addicts,Nagawara,Biryani,,
AL Habeeb Restaurant,Nagawara,"Biryani, North Indian",,
Shiva's Naram Garam,Banaswadi,"North Indian, Chinese",,
Shandong Express,Kammanahalli,North Indian,,
Sneha Fast Food,Banaswadi,Fast Food,,
ILA Kitchen,Banaswadi,Kerala,,
Cafe Beirut,Kammanahalli,Arabian,,
Creamyum,HBR Layout,"Bakery, Desserts",,
Malabar Food Court,HBR Layout,"Chinese, Kerala, South Indian",,
Cluxi,Kammanahalli,Fast Food,,
Orchid Wine And Dine,Banaswadi,"North Indian, Chinese, Mughlai",,
Sandesh,Hennur,"Mithai, Street Food",,
Rolls On Wheels,Banaswadi,"Fast Food, Rolls, Momos",,
Hotel Prameela Veg,Banaswadi,South Indian,,
Bigs Kitchen,Kammanahalli,"Fast Food, Pizza, Salad",,
IFun Burgers N More,Banaswadi,Fast Food,,
New Hilal Restaurant,Kammanahalli,"Biryani, Chinese, Kebab",,
Koobi Veg & Non-Veg,Kammanahalli,"Chinese, Pizza, Fast Food",,
Krussh,Kammanahalli,Fast Food,,
Taste Of The Nation,Banaswadi,North Indian,,
Lassi Lab,Kammanahalli,"Desserts, Drinks Only",,
Dezzertz,HBR Layout,Bakery,,
Balaji Biriyani Corner,HBR Layout,"Biryani, South Indian, Chinese",,
Foodie Born,Kammanahalli,"Bengali, Chinese, North Indian",,
Hungry Bite Cafe,Banaswadi,"Fast Food, Beverages",,
Sri Andhra Bhawan,Banaswadi,"North Indian, South Indian",,
Christy's Chicken Biryani,Banaswadi,Biryani,,
Hotel Gowdru Mane,Banaswadi,"South Indian, Mangalorean, Chinese, Juices",,
ABY?s Kitchen,Banaswadi,"Chinese, North Indian",,
Grill Zone,HBR Layout,Fast Food,,
Cafe Sulaimani,Kammanahalli,"Kerala, South Indian, Biryani",,
Curries & Pickles,Banaswadi,Andhra,,
Sri Krishna,Banaswadi,Fast Food,,
Sapna's Kitchen,Banaswadi,"Chinese, North Indian, South Indian",,
New Ruchi Veg Non Veg,Banaswadi,Fast Food,,
Reddy's Corner Restaurant,Banaswadi,"North Indian, Chinese",,
Kartik,Banaswadi,"Chinese, North Indian",,
Leela's Kitchen,Banaswadi,"Kerala, South Indian, North Indian, Chinese",,
Aahara,Banaswadi,"Modern Indian, Biryani",,
Dilli Highway,Kammanahalli,North Indian,,
Kenriy The Restro,Kammanahalli,"Goan, Mangalorean",,
Mazedaar,HBR Layout,"North Indian, Chinese",,
Shammah's,Hennur,"Chinese, North Indian",,
Sprinkled,Kammanahalli,"Bakery, Desserts",,
JIS Cafe,Kammanahalli,"Fast Food, Desserts",,
Goodness! Beverages,Kammanahalli,Beverages,,
Hayaat,Kammanahalli,"Kerala, Chinese, North Indian",,
Pig Out,Kammanahalli,South Indian,,
Delish Chinese Fast Food,Banaswadi,"Chinese, North Indian, Biryani",,
Creme Bliss,HBR Layout,"Bakery, Desserts",,
Zam Zam Restaurant,Banaswadi,"Chinese, North Indian",,
Arcots Home Kitchen,Rammurthy Nagar,"North Indian, South Indian",,
Ahmad's Chicken Hut,Banaswadi,"North Indian, Chinese",,
Ocean's Delight,Kammanahalli,"Seafood, Biryani, South Indian",,
Sidekicks,Kammanahalli,Continental,,
Hot Momos,Hennur,Fast Food,,
Central Cafe,Kammanahalli,"South Indian, Kerala",,
Opt For Fitness,Kammanahalli,"Continental, Healthy Food",,
Sree Ganesh Fruit Juice Center,Banaswadi,Drinks Only,,
Cream House Ice Creams,Banaswadi,Ice Cream,,
7 Spice,Banaswadi,"Biryani, Chinese",,
Curry Chatty Paradise,Kammanahalli,"South Indian, North Indian, Chinese",,
Maamu's Tandoor Chai,Kammanahalli,Beverages,,
Black Pepper,Banaswadi,"North Indian, South Indian, Biryani",,
Flayvours4u,Hennur,"Ice Cream, Beverages",,
Agnihotri Cuisines,Banaswadi,"Chinese, North Indian, Fast Food",,
Innate,Hennur,Beverages,,
Panchamukhi Sagar,Banaswadi,"North Indian, South Indian, Chinese",,
Shanghai Xpress,Kammanahalli,Chinese,,
Biriyummy,Banaswadi,"Biryani, Kebab",,
Lassi House,Banaswadi,"Beverages, Desserts",,
Chickmate,Banaswadi,Fast Food,,
Cafeteria Al - Falah,Banaswadi,"Fast Food, North Indian",,
Grow Fit,Banaswadi,"Healthy Food, North Indian, Thai",,
Ali Bhai- Rolls and Kebabs,Kalyan Nagar,"Rolls, North Indian, Mughlai",,
Roll Junction,Nagawara,"Fast Food, Rolls",,
Sri Datta Biryani House,Banaswadi,"Andhra, Biryani, Chinese, North Indian",,
Bottoms Up Resto Bar,Kalyan Nagar,"Finger Food, Italian, Continental",,
SK Tiffins Corner,Banaswadi,South Indian,,
Jiffy Cafe,Hennur,Cafe,,
Havmor,Banaswadi,"Ice Cream, Desserts",,
Victoria Terminus,Banaswadi,"Fast Food, Maharashtrian, Rolls",,
Tawa Fresh,Hennur,"Seafood, Biryani, South Indian, North Indian, Rolls",,
Panjurli Family Restaurant,Rammurthy Nagar,"South Indian, North Indian, Chinese",,
Shake It Off,Kalyan Nagar,"Beverages, Fast Food",,
Dharani Foods,Banaswadi,"North Indian, Chinese, Biryani",,
Best B Restaurant,HBR Layout,"South Indian, North Indian, Chinese, Kerala",,
Sai Bhavan Veg & Non Veg,Banaswadi,"Mughlai, Chinese, South Indian",,
Corner House Ice Cream,Kalyan Nagar,"Ice Cream, Desserts",,
Mugful Of Stories,Kalyan Nagar,"Desserts, Bakery",,
IceBreakers,Kalyan Nagar,"Desserts, Ice Cream",,
The Original Bistro,Kalyan Nagar,"Italian, Beverages",,
Thran Bakery,Kalyan Nagar,"Bakery, Desserts, Beverages",,
Ibaco,Kalyan Nagar,Desserts,,
Bombay Chowpaty Kulfi,Kalyan Nagar,"Ice Cream, Desserts",,
KC Das - Elite Sweets,Kalyan Nagar,"Mithai, Street Food",,
Lune Cakes,Kalyan Nagar,Desserts,,
The Twenty Handmade Chocolates,Kalyan Nagar,Bakery,,
Baskin Robbins,Kalyan Nagar,"Ice Cream, Desserts",,
Smooth,Kalyan Nagar,"Desserts, Ice Cream",,
Just Bake,Kalyan Nagar,"Bakery, Desserts",,
Dream Scoopers,Kalyan Nagar,"Ice Cream, Desserts",,
Amma's Pastries,HBR Layout,Bakery,,
Nandhana Mithai,Kammanahalli,"Mithai, Desserts",,
Ganesh Bakery,Kammanahalli,"Bakery, Fast Food",,
Sri Krishna Sweets,Kammanahalli,"Mithai, Street Food",,
Purple Cafe,Kammanahalli,"Bakery, Fast Food, Desserts",,
Sweenack Sweets,Kammanahalli,Mithai,,
Bake N Joy,Kammanahalli,"Bakery, Beverages",,
Sri Venkateshwara Sweets Chats Juice Centre,HBR Layout,"Beverages, Juices, Street Food",,
Cafe Coffee Day,Kammanahalli,"Cafe, Fast Food",,
VT Bakes,Banaswadi,"Bakery, Desserts",,
Sri Krishna Sweets,Banaswadi,"Mithai, Street Food",,
A Little For Love,Hennur,Bakery,,
Arun Icecreams,Banaswadi,"Ice Cream, Desserts",,
CAD (M) CAD (B),Banaswadi,Street Food,,
BYLI - Bet You Love It!,Kalyan Nagar,"Continental, Italian, Mexican, Asian",,
Wanderers,Kalyan Nagar,"Continental, North Indian, South Indian, Italian",,
Thran,Kalyan Nagar,Korean,,
Chung Wah,Kalyan Nagar,"Chinese, Thai, Momos, Vietnamese",,
Fiddler's Green,Kalyan Nagar,"Continental, American, Indonesian, Asian, Thai",,
Agent Jack's Bar,Kalyan Nagar,"Continental, North Indian, Italian",,
A2B - Adyar Ananda Bhavan,Kalyan Nagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",,
Swagatham Rayalaseema Ruchulu,Kalyan Nagar,,,
Tang of Jamaica,Kalyan Nagar,"American, Mexican, BBQ",,
Oregano Pizzeria,Kalyan Nagar,"Italian, Pizza",,
Irie,Kalyan Nagar,"North Indian, Chinese",,
Specialist Restaurant,Kalyan Nagar,"North Indian, South Indian, Chinese",,
Sugar N Spice,Kalyan Nagar,"Fast Food, Beverages",,
Pizza Hut,Kalyan Nagar,"Pizza, Fast Food",,
Mavalli Tiffin Room (MTR),Kalyan Nagar,South Indian,,
Five Star Chicken,Kalyan Nagar,"Roast Chicken, Burger",,
Vietnamese Kitchen,Kalyan Nagar,Vietnamese,,
SGS Nonveg- Gundu Palav,Kalyan Nagar,"Biryani, Fast Food",,
New Udupi Upahara,Kalyan Nagar,"Chinese, North Indian, South Indian",,
BS Kolkatta Chats,Kalyan Nagar,Street Food,,
Taste Of Andhra,Kalyan Nagar,"Andhra, South Indian",,
Chetty's Coffee,Kalyan Nagar,South Indian,,
Ambur Hot Dum Biriyani,Kalyan Nagar,Biryani,,
Bhuvaneshwari Mess,Kalyan Nagar,"South Indian, North Indian, Biryani",,
Bismilla Kabab & Biryani Centre,Kalyan Nagar,"North Indian, Chinese",,
Sri Krishna Bhavan,Kalyan Nagar,"South Indian, North Indian",,
Juba Cafe,Kalyan Nagar,Juices,,
Lakshmi Bhavan Vegetarian,Kalyan Nagar,South Indian,,
Yamiez Chinese,Kalyan Nagar,Chinese,,
Ruchi Food Plaza,Kalyan Nagar,"North Indian, South Indian",,
Paranthas and Dosas,Kalyan Nagar,"North Indian, South Indian",,
Nine2twelve,Kalyan Nagar,South Indian,,
New Taj Biryani Centre,Kalyan Nagar,Biryani,,
Arirang Korean Restaurant,Kammanahalli,Korean,,
Al-Badia Restaurant,Kammanahalli,Arabian,,
Food Star,Kammanahalli,"North Indian, Chinese",,
Raanthal,HBR Layout,"South Indian, Kerala",,
Sree Gajanana Juice Centre,Kammanahalli,Juices,,
Al-Arabi Restaurant,Kammanahalli,Arabian,,
Bite and Pipes,Kammanahalli,"Continental, Chinese",,
H3O,Kammanahalli,"North Indian, Chinese",,
Burger King,Kammanahalli,"Burger, Fast Food, Beverages",,
KFC,Kammanahalli,"Burger, Fast Food",,
Biryani Joint,Kammanahalli,"South Indian, Biryani",,
Mizo Dawr,Kammanahalli,North Eastern,,
Ambur Biriyani Zone,Kammanahalli,"Biryani, Kebab",,
Bismillah Kabab Center,HBR Layout,"Kebab, Fast Food",,
Al Ghani Resetaurant,Kammanahalli,"Mughlai, Biryani",,
Hotel Sagar,Kammanahalli,"South Indian, Chinese, Street Food",,
Ruby Kabab Centre,Kammanahalli,"Biryani, North Indian",,
JK Home Foods,Kammanahalli,"South Indian, North Indian",,
Al-Shadab Cafe,Kammanahalli,"Biryani, Kebab",,
Famous Kabab Center,HBR Layout,Kebab,,
Razakhiya Hotel,HBR Layout,"Biryani, Kebab",,
Food Box Restaurant,Kammanahalli,Fast Food,,
New Udupi Grand,HBR Layout,"North Indian, South Indian, Chinese",,
Banarasi Chat Centre,Kammanahalli,Street Food,,
Turf's Up,HBR Layout,Fast Food,,
Ice Berg,Kammanahalli,Fast Food,,
Sree Gajanana Fruit Juice Centre,Kammanahalli,"Juices, Fast Food",,
Khan's,HBR Layout,"Biryani, Kebab",,
Bengaluru Mudde Hotel,Kammanahalli,"South Indian, Biryani",,
Ambur Biryani,Kammanahalli,"Biryani, Kebab",,
Khushbu Biryani Centre,Kammanahalli,"Biryani, Kebab",,
MK Biryani,Kammanahalli,Biryani,,
Malabar Day,Kammanahalli,"Kerala, Fast Food, Beverages",,
McDonald's,Kammanahalli,"Burger, Fast Food",,
Pecos Mojo,Banaswadi,Finger Food,,
The Story Wall Bistro,Banaswadi,"Italian, Continental",,
Biriyani House,Banaswadi,"Andhra, North Indian, Biryani, Beverages",,
Al-Noor Restaurant,Nagawara,"Chinese, North Indian, Mughlai",,
Lil Asia,Banaswadi,"Chinese, Thai, Nepalese, Tibetan",,
Pooja Dosa Camp,Banaswadi,South Indian,,
New Shanthi Sagar,Banaswadi,"North Indian, South Indian, Fast Food",,
Al Barack Cafetaria,Banaswadi,Arabian,,
De Grand,Hennur,"North Indian, Chinese",,
Sultan - Palace Darbar Restaurant,Nagawara,"North Indian, Chinese",,
Srinidhi Upachar,Banaswadi,"South Indian, Chinese",,
New Salem Spices,Banaswadi,"South Indian, Chettinad, Chinese",,
Coffee Thindi,Banaswadi,South Indian,,
Chintu Chit Chat Centre,Banaswadi,Street Food,,
The Sky Lounge - Tamarind Hospitality,Banaswadi,"North Indian, South Indian, Chinese, Continental",,
Kanti Sweets,Banaswadi,"Mithai, Street Food",,
Sri Guru Vaibhava Veg,Banaswadi,"South Indian, North Indian, Chinese, Street Food",,
The White Owl - Resto Cafe,Banaswadi,"Continental, Chinese",,
Degchi Restaurant,Banaswadi,North Indian,,
New Udupi Park,Banaswadi,"South Indian, North Indian, Chinese",,
Shake It,Banaswadi,Beverages,,
Ambur Hot Dum Biriyani,Banaswadi,Biryani,,
Just Protein,North Bangalore,"Chinese, Fast Food",,
Sri Devi Sagar,Banaswadi,"South Indian, North Indian, Chinese, Street Food",,
Raghavendra Bhavan,Banaswadi,"South Indian, North Indian, Chinese",,
Hotel Chirag,Banaswadi,South Indian,,
Nawab's Rolls And More,Nagawara,"North Indian, Rolls",,
Sri Sagar,Banaswadi,"South Indian, Street Food",,
Madurai Idly Dosai Centre,Banaswadi,South Indian,,
Hatti Punjab Di,Banaswadi,"North Indian, Chinese",,
Bismilla Star Biriyani,Banaswadi,"Biryani, North Indian",,
Taste The Flame,Banaswadi,"Arabian, North Indian, Biryani, Kebab",,
Sri Nandi Dosa Mane,Banaswadi,South Indian,,
Leung Fast Food,Banaswadi,"Chinese, Fast Food, Seafood, Momos",,
Indira Canteen,Banaswadi,South Indian,,
New Udupi Park Deluxe,Hennur,"South Indian, North Indian, Chinese",,
FM Biryani Plaza,Hennur,Biryani,,
Mubarak Hotel,Nagawara,North Indian,,
Karnataka Biryani Corner,Banaswadi,"Biryani, Chinese",,
Masaala Town,Nagawara,"Biryani, Fast Food",,
Hiya Bismillah Hotel,Nagawara,"North Indian, Biryani",,
Krishna Leela Grand,Hennur,"South Indian, North Indian, Chinese",,
Hotel Sri Devi (Veg & Non Veg),Hennur,"Biryani, South Indian",,
RBN Fast Food,Hennur,"South Indian, Fast Food",,
Ambur Khousia Biryani Corner,Banaswadi,Biryani,,
Hong Kong Noodle,Banaswadi,"Chinese, Seafood",,
Corner House Ice Cream,Banaswadi,"Ice Cream, Desserts",,
Kanti Sweets,Kammanahalli,"Mithai, Street Food",,
Domino's Pizza,Banaswadi,"Pizza, Fast Food",,
Five Star Chicken,Nagawara,"Roast Chicken, Burger",,
Grub Bucket,Rammurthy Nagar,"North Indian, Biryani, Fast Food",,
Shanti Sweets,Rammurthy Nagar,"Mithai, Street Food",,
Chai Point,HBR Layout,"Tea, Beverages, Fast Food",,
US Pizza,Rammurthy Nagar,"Pizza, Fast Food",,
Soham Bombay Masti Magic,Old Madras Road,Street Food,,
Sweet Chariot,Banaswadi,"Bakery, Fast Food",,
Zamindars Biryani Durbar,Nagawara,"Biryani, Chinese, Mughlai, Andhra",,
New Shanthi Sagar,Banaswadi,"South Indian, North Indian, Chinese, Street Food",,
Lassi Shop,Kammanahalli,"Beverages, Ice Cream",,
The Red Lantern,Banaswadi,"Chinese, Momos",,
Taste of Bihar,Rammurthy Nagar,Bihari,,
Kolkata Famous Kati Rolls,Nagarbhavi,"Rolls, Street Food",,
RRK Caterings Night Eatout,Hennur,Chinese,,
Kutt The Chase Cafe,Nagawara,Bakery,,
The Filter Coffee,Kalyan Nagar,"South Indian, Coffee",,
Calcutta Victoria Chat House,Banaswadi,"Fast Food, Street Food",,
Biswal's Food Circle,Banaswadi,"Chinese, North Indian",,
California Burrito,Banaswadi,"Mexican, Fast Food",,
Hyderbadi Irani Tea,Banaswadi,Beverages,,
Nutri Fit,Banaswadi,North Indian,,
La Mirch,Banaswadi,"North Indian, Kashmiri",,
S-Aachies Hotel,Banaswadi,"South Indian, Chinese, Biryani",,
MK Dabbawala,Banaswadi,North Indian,,
Banarasi Tadka,Banaswadi,North Indian,,
Just Bake,Banaswadi,"Bakery, Desserts",,
Facebake,Banaswadi,"Bakery, Desserts",,
A2B - Adyar Ananda Bhavan,Kammanahalli,"South Indian, Fast Food, Chinese, North Indian",,
Big Chicken,Kammanahalli,"Fast Food, Beverages",,
Just Shawarma,Kammanahalli,"Arabian, Fast Food",,
Fish Chain,Kammanahalli,"BBQ, Seafood, Fast Food",,
Momoz,Kammanahalli,"Chinese, Momos, Seafood",,
Five Star Chicken,Kammanahalli,Fast Food,,
Krussh,Kammanahalli,"Juices, Beverages, Pizza, Fast Food",,
Chetty's Corner,Kammanahalli,"Fast Food, Pizza, Sandwich",,
Sigree Global Grill,Kalyan Nagar,"Rajasthani, Gujarati, North Indian",,
Float Brewery,Kalyan Nagar,"Bar Food, Asian, European, Mediterranean",,
Brewklyn Microbrewery,Kalyan Nagar,"American, Continental, Pizza",,
Mainland China,Kalyan Nagar,Chinese,,
Zamindar,Kalyan Nagar,"Biryani, Mughlai, Andhra",,
Suvarna Sree Food Paradise,Banaswadi,"South Indian, Chinese, North Indian, Biryani",,
Chung's Chinese Corner,Kalyan Nagar,"Chinese, Asian, American, Seafood",,
Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Kalyan Nagar,"Cafe, Continental, North Indian",,
Delicious Momos,Kalyan Nagar,"Chinese, Momos",,
Cuppa Joy,Kalyan Nagar,"Cafe, Continental, Sandwich",,
Mani's Dum Biryani,Kalyan Nagar,"Biryani, Andhra",,
Oregano Pizzeria,Kalyan Nagar,"Italian, Pizza, Fast Food, Salad",,
Lakeview Milkbar,Kalyan Nagar,"Desserts, Fast Food, Beverages",,
Subway,Kalyan Nagar,"Healthy Food, Sandwich, Salad",,
Gowdru Hotel,Banaswadi,South Indian,,
Goli Vada Pav No.1,Banaswadi,Street Food,,
Indie Fusion Multi Cuisine Restaurant,Kalyan Nagar,"Fast Food, Arabian, North Indian",,
Malabar Food Court,HBR Layout,"Kerala, South Indian",,
Cafe 99 Kerala Mess,Kalyan Nagar,"Kerala, Biryani, Seafood, North Indian",,
Kasturi Vihar,Banaswadi,"South Indian, Chinese",,
Feel The Taste,Hennur,Beverages,,
Barleyz,Koramangala 6th Block,"North Indian, Continental, Chinese",,
Ministry of Food - Hilton Bangalore Embassy GolfLinks,Domlur,"North Indian, Asian, South Indian, Italian, European",,
The Hole in the Wall Cafe,Koramangala 4th Block,"Cafe, American, Burger",,
Third Wave Coffee Roasters,Koramangala 4th Block,"Cafe, Continental, Desserts",,
Dialogues,Koramangala 4th Block,"Cafe, Continental",,
Stoked!,Koramangala 4th Block,"Cafe, Italian, Pizza",,
Cafe Coffee Day The Lounge,Koramangala 4th Block,"Cafe, Fast Food",,
Costa Coffee,Koramangala 4th Block,"Cafe, Fast Food",,
Hungry Travellers Cafe,Koramangala 4th Block,Cafe,,
Barista,Koramangala 4th Block,Cafe,,
G Resto Cafe,Koramangala 4th Block,"Cafe, Fast Food, Beverages",,
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,Koramangala 4th Block,"Cafe, American, European",,
Bundar,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",,
Gudguda Prime Cafe,Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",,
White Fog,Koramangala 6th Block,"Cafe, Italian, Fast Food",,
Biggies Burger 'n' More,Koramangala 6th Block,"Cafe, Burger, Fast Food",,
The Chocolate Room,Koramangala 7th Block,"Cafe, Desserts, Bakery",,
Cafe On The Way,Koramangala 3rd Block,Cafe,,
Tattva Cafe,Koramangala 6th Block,Cafe,,
Loca Moca,Koramangala 1st Block,"Cafe, Continental",,
Fetchpod Cafe,Koramangala 6th Block,"Cafe, North Indian, Chinese, Continental",,
Chaai Resto,Koramangala 6th Block,"Tea, Beverages, Fast Food",,
On The Nose,Koramangala 5th Block,"Cafe, Italian, Mexican, Chinese",,
Corner House Ice Cream,Koramangala 5th Block,"Ice Cream, Desserts",,
A2B - Adyar Ananda Bhavan,HSR,"South Indian, North Indian, Chinese, Street Food",,
The Good Bowl,HSR,"Italian, North Indian, Biryani",,
Pizza Hut,Koramangala 6th Block,"Pizza, Fast Food",,
Punjabi Dhaba,Ejipura,North Indian,,
Beijing Bites,HSR,"Chinese, Thai, Momos",,
Ovenstory Pizza,Koramangala 8th Block,Pizza,,
Keventers,Koramangala 5th Block,"Desserts, Beverages, Ice Cream",,
Firangi Bake,BTM,"Mexican, Italian",,
El Salver,BTM,"North Indian, Chinese, South Indian",,
WOW! Momo,Koramangala 4th Block,"Tibetan, Momos",,
Goli Vada Pav No. 1,Koramangala 5th Block,Street Food,,
Mani's Dum Biryani,Koramangala 1st Block,Biryani,,
Domino's Pizza,Koramangala 6th Block,"Pizza, Fast Food",,
Andal Mess,Domlur,"Biryani, South Indian, North Indian",,
Biryani Miya,Koramangala 4th Block,"Biryani, North Indian",,
Cafe Coffee Day,HSR,"Cafe, Fast Food",,
Chetty's Corner,Koramangala 7th Block,"Fast Food, Pizza, Sandwich",,
Faasos,Koramangala 8th Block,"North Indian, Biryani, Fast Food",,
Srinidhi Sagar Deluxe,Domlur,"South Indian, North Indian, Chinese",,
Nadan Thattukada,BTM,"Kerala, South Indian",,
The London Shakes,BTM,"Beverages, Fast Food",,
Juicy Momos,Koramangala 5th Block,"Tibetan, Momos",,
1522 - The Pub,Koramangala 4th Block,"Chinese, Continental, North Indian",,
Litti Twist,Hosur Road,"Bihari, North Indian",,
Tea Trails,HSR,"Continental, Tea, Fast Food, Italian",,
Cheers Pub Bar & Restro,Koramangala 4th Block,"Continental, Finger Food, Pizza, North Indian, Bar Food",,
Waffle In The Box,Ejipura,Desserts,,
Donne Biriyani Mane,Domlur,"Biryani, North Indian",,
Sai Mango Tree,BTM,"North Indian, Chinese",,
Juice 99,BTM,"Fast Food, Beverages",,
Zaitoon Lassi Cafe,BTM,"Fast Food, Beverages",,
Uday Sweets,Koramangala 6th Block,"Mithai, Fast Food",,
Big Mishra Pedha,BTM,Mithai,,
Meeraa's Beegara Oota,HSR,"South Indian, Biryani",,
Omleterian,Ejipura,"American, Continental",,
SnacksJoint,Old Airport Road,Fast Food,,
PagalKhana,Koramangala 4th Block,"Continental, Chinese, Fast Food, Beverages",,
Nutripress,Koramangala 8th Block,Juices,,
Pot-O-Noodles,Koramangala 4th Block,"Chinese, Asian, Japanese",,
Chocolat Boulangerie Patisserie,Koramangala 4th Block,"Bakery, Continental, Sandwich, Beverages, Desserts",,
Dabba Delight's,Koramangala 4th Block,North Indian,,
Mast Kalandar,Koramangala 4th Block,North Indian,,
Cupcake Noggins,Koramangala 4th Block,"Desserts, Bakery",,
Paratha Plaza,Koramangala 4th Block,North Indian,,
Vasudev Adiga's,Koramangala 4th Block,"South Indian, North Indian, Chinese, Street Food",,
Kettle & Kegs,HSR,"Tea, Beverages",,
Crave,Koramangala 4th Block,Bakery,,
La Lunch Box,Koramangala 4th Block,"Italian, Healthy Food, Salad",,
Game Of Pizzas,Koramangala 4th Block,Italian,,
Confectionery Chocolates,Koramangala 4th Block,Bakery,,
Maven Foods,Koramangala 4th Block,"Continental, North Indian, South Indian",,
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,Koramangala 4th Block,Desserts,,
Sapfresh,Koramangala 4th Block,Beverages,,
Khiche Chale Aao,Koramangala 6th Block,"North Indian, Fast Food",,
Meal-bowl.com,Koramangala 4th Block,North Indian,,
Creme & Cheese,Koramangala 4th Block,Desserts,,
Navab's,Koramangala 4th Block,Mughlai,,
Midnight Pizza Slurpp,Koramangala 4th Block,"Italian, Pizza",,
Crown Gold,Koramangala 4th Block,"South Indian, Chinese, Seafood",,
Hunger Meals,Koramangala 4th Block,"South Indian, North Indian, Biryani",,
Hit And Run,Koramangala 4th Block,"Chinese, Tibetan",,
Food Singh,Koramangala 4th Block,North Indian,,
Kombo King,Koramangala 4th Block,"North Indian, South Indian",,
Mad Over Biryani,Koramangala 6th Block,"North Indian, Biryani",,
Double Blend,BTM,"Beverages, Fast Food",,
Sri Udupi,Old Airport Road,"South Indian, North Indian, Chinese, Beverages",,
Nite Out,Koramangala 4th Block,"North Indian, Chinese, Biryani",,
Homely Curries & Pickles,Koramangala 1st Block,"Biryani, Andhra",,
Mars Chicken Delight,Koramangala 1st Block,"North Indian, Chinese, Biryani, Beverages",,
Being Healthy,Koramangala 6th Block,Healthy Food,,
Sub Spot,Koramangala 6th Block,"Salad, Sandwich",,
Yum Tum,Domlur,"Salad, Greek, Mediterranean",,
Fruit Juice Bar,Koramangala 6th Block,"Beverages, Salad",,
DW Dabbawala,Ejipura,North Indian,,
Urban Spice,Ejipura,"North Indian, Chinese, Continental",,
Hotel Oottupura,Ejipura,South Indian,,
Amma's Special,Koramangala 1st Block,South Indian,,
Chaman's Night Kitchen,Koramangala 8th Block,"North Indian, Chinese",,
Pooja's Kitchen,Koramangala 8th Block,"Bengali, Street Food",,
Chawla's 2 Online.com,Koramangala 1st Block,North Indian,,
Bhavani Foods,Koramangala 8th Block,"Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",,
Chai Nama,Koramangala 6th Block,"Fast Food, Tea",,
Binge Factory,Koramangala 1st Block,"North Indian, Italian, South Indian",,
Kalpana's Kitchen,Ejipura,"Bengali, North Indian",,
H2h Night Kitchen,Ejipura,"Pizza, Fast Food, Desserts",,
Shayancafecito,Koramangala 5th Block,"North Indian, Mughlai",,
Banashree Caterers,Koramangala 8th Block,South Indian,,
Owl's Kitchen,Koramangala 3rd Block,"North Indian, Chinese",,
Red Bawarchi,Koramangala 7th Block,"Biryani, Chinese, North Indian",,
Sethi's,Koramangala 4th Block,"North Indian, Chinese, BBQ",,
Eat Street,Koramangala 6th Block,"North Indian, Chinese, Italian, Street Food, Desserts",,
Natural Ice Cream,Koramangala 1st Block,"Ice Cream, Beverages",,
Wild Thyme Restaurant,Koramangala 5th Block,"Chinese, Continental, North Indian, Italian, Seafood",,
PORKEATS,Koramangala 6th Block,"Goan, Mangalorean",,
Falahaar,Koramangala 6th Block,"North Indian, Street Food",,
Juicemaker,Koramangala 8th Block,"Beverages, Fast Food",,
Chopserve,Koramangala 1st Block,BBQ,,
Jai Jinendra,Koramangala 6th Block,"Street Food, Beverages",,
Kerala Mess. SIJI's MESS,Ejipura,Kerala,,
V.S. Garden Restaurant,Ejipura,"North Indian, Chinese",,
Ande Ka Funda,Koramangala 7th Block,"North Indian, Chinese, Rolls",,
Jeevika Donne Biryani,Koramangala 8th Block,"Biryani, Chinese, Fast Food",,
Hungry Paunch,Koramangala 6th Block,"Bengali, Bihari",,
Kshera Sagar,Koramangala 1st Block,"North Indian, Chinese",,
NGV Fast Food,Koramangala 6th Block,"North Indian, Fast Food",,
Chalo Delhi Darbaar,Ejipura,"North Indian, Mughlai, Chinese",,
Apsara Ice Cream,Koramangala 5th Block,Ice Cream,,
Happy Plate,Koramangala 6th Block,"North Indian, Chinese, South Indian, Fast Food",,
Kebab Ganj,Koramangala 6th Block,"Kebab, Rolls",,
The Choux Box,Koramangala 6th Block,"Desserts, Bakery",,
Nightfork,Koramangala 6th Block,"Chinese, Biryani, Pizza, Italian, North Indian",,
The Breakfast Truck,Koramangala 6th Block,Continental,,
Straight From The Heart,Koramangala 6th Block,"Bakery, Desserts",,
Delightz,Koramangala 6th Block,"Desserts, Fast Food",,
Martino's,Koramangala 1st Block,"Italian, Pizza",,
The Fresh Factor,Koramangala 6th Block,"Juices, Sandwich",,
